state,spending_type,income_level,age_group,total_spendings,date_posted
AZ,Food and Restaurent,High Income,40 to 50,505.31,2/9/2015
AZ,Hobby,High Income,30 to 40,510,2/9/2015
AZ,Entertainment,High Income,40 to 50,510,2/9/2015
AZ,Food and Restaurent,High Income,>= 50,511,2/9/2015
AZ,Food and Restaurent,High Income,30 to 40,511.68,2/9/2015
CA,Food and Restaurent,Medium Income,30 to 40,68.96,2/9/2015
AZ,Entertainment,High Income,>= 50,512,2/9/2015
IL,Hobby,High Income,<= 30,593.29,2/9/2015
AZ,Entertainment,High Income,>= 50,512.5,2/9/2015
NY,Hobby,High Income,<= 30,407.58,2/9/2015
CA,Food and Restaurent,Medium Income,30 to 40,82,2/9/2015
AZ,Entertainment,High Income,30 to 40,514,2/9/2015
AZ,Food and Restaurent,High Income,30 to 40,514,2/9/2015
NY,Hobby,High Income,40 to 50,130.85,2/9/2015
NY,Hobby,High Income,<= 30,467.97,2/9/2015
NY,Hobby,High Income,30 to 40,260.51,2/9/2015
AZ,Entertainment,High Income,<= 30,514.58,2/10/2015
NY,Entertainment,High Income,<= 30,367.77,2/10/2015
NY,Food and Restaurent,High Income,40 to 50,662.41,2/10/2015
NY,Gamble,High Income,40 to 50,769.73,2/10/2015
IL,Food and Restaurent,High Income,30 to 40,229.86,2/10/2015
AZ,Food and Restaurent,High Income,<= 30,515,2/10/2015
NY,Food and Restaurent,High Income,<= 30,1474.62,2/10/2015
IL,Food and Restaurent,High Income,>= 50,209.82,2/10/2015
NY,Education,High Income,30 to 40,256.11,2/10/2015
NY,Education,High Income,>= 50,1273.78,2/10/2015
IL,Food and Restaurent,High Income,<= 30,148.52,2/10/2015
CA,Entertainment,Medium Income,<= 30,0,2/11/2015
AZ,Food and Restaurent,High Income,<= 30,515.07,2/11/2015
NY,Education,High Income,40 to 50,166,2/12/2015
AZ,Entertainment,High Income,<= 30,516.29,2/12/2015
AZ,Food and Restaurent,High Income,>= 50,516.29,2/13/2015
AZ,Entertainment,High Income,>= 50,517.48,2/13/2015
NY,Food and Restaurent,High Income,30 to 40,329,2/13/2015
CA,Entertainment,High Income,30 to 40,0,2/13/2015
NY,Gamble,High Income,40 to 50,170,2/13/2015
NY,Hobby,High Income,40 to 50,486.83,2/13/2015
IL,Gamble,High Income,<= 30,957.14,2/13/2015
IL,Hobby,High Income,<= 30,278.19,2/13/2015
IL,Food and Restaurent,High Income,<= 30,187.43,2/13/2015
IL,Food and Restaurent,High Income,<= 30,179,2/13/2015
NY,Hobby,High Income,30 to 40,333.59,2/13/2015
CA,Education,Medium Income,30 to 40,411.75,2/13/2015
NY,Food and Restaurent,High Income,<= 30,805.09,2/13/2015
IL,Food and Restaurent,High Income,30 to 40,600.53,2/13/2015
NY,Hobby,High Income,<= 30,515.12,2/14/2015
IL,Food and Restaurent,High Income,40 to 50,714,2/14/2015
AZ,Food and Restaurent,High Income,30 to 40,518.28,2/14/2015
IL,Hobby,High Income,40 to 50,986,2/14/2015
IL,Food and Restaurent,High Income,<= 30,551.66,2/14/2015
CA,Gamble,Medium Income,<= 30,406.16,2/14/2015
CA,Food and Restaurent,Medium Income,<= 30,470.1,2/14/2015
AZ,Food and Restaurent,High Income,30 to 40,518.77,2/14/2015
AZ,Food and Restaurent,High Income,30 to 40,522,2/14/2015
IL,Food and Restaurent,High Income,30 to 40,155.6,2/14/2015
NY,Food and Restaurent,High Income,30 to 40,0,2/14/2015
NY,Hobby,High Income,<= 30,682.5,2/14/2015
NY,Food and Restaurent,High Income,<= 30,517.48,2/14/2015
IL,Hobby,High Income,40 to 50,187,2/14/2015
AZ,Food and Restaurent,High Income,>= 50,522.63,2/14/2015
CA,Hobby,High Income,<= 30,787.41,2/14/2015
CA,Food and Restaurent,High Income,30 to 40,222.78,2/14/2015
CA,Food and Restaurent,High Income,<= 30,579.95,2/14/2015
IL,Hobby,High Income,30 to 40,367.77,2/14/2015
NY,Entertainment,High Income,>= 50,0,2/14/2015
NY,Food and Restaurent,High Income,30 to 40,606.74,2/14/2015
NY,Food and Restaurent,High Income,30 to 40,608.99,2/15/2015
IL,Entertainment,High Income,>= 50,1986.2,2/15/2015
CA,Food and Restaurent,Medium Income,<= 30,478,2/15/2015
AZ,Hobby,High Income,>= 50,523,2/15/2015
NY,Hobby,High Income,<= 30,403.14,2/15/2015
AZ,Food and Restaurent,Medium Income,40 to 50,524,2/15/2015
CA,Food and Restaurent,Medium Income,<= 30,451.42,2/15/2015
AZ,Entertainment,High Income,<= 30,526,2/15/2015
AZ,Hobby,High Income,40 to 50,530,2/15/2015
CA,Food and Restaurent,Medium Income,30 to 40,99.94,2/15/2015
AZ,Entertainment,High Income,>= 50,531,2/15/2015
NY,Food and Restaurent,High Income,30 to 40,152.06,2/15/2015
NY,Entertainment,High Income,>= 50,482.16,2/15/2015
IL,Food and Restaurent,High Income,<= 30,539.82,2/15/2015
CA,Hobby,High Income,<= 30,744.97,2/15/2015
AZ,Food and Restaurent,High Income,<= 30,531.68,2/15/2015
AZ,Food and Restaurent,High Income,>= 50,532,2/15/2015
IL,Hobby,High Income,30 to 40,582.54,2/15/2015
IL,Entertainment,High Income,<= 30,571.7,2/15/2015
AZ,Hobby,High Income,>= 50,534,2/15/2015
CA,Gamble,Medium Income,30 to 40,156.38,2/15/2015
CA,Hobby,Medium Income,<= 30,88.88,2/15/2015
IL,Hobby,High Income,<= 30,339.48,2/15/2015
IL,Education,High Income,40 to 50,571.7,2/15/2015
AZ,Food and Restaurent,High Income,30 to 40,536.34,2/15/2015
NY,Food and Restaurent,High Income,30 to 40,173.28,2/15/2015
IL,Food and Restaurent,High Income,<= 30,531.47,2/15/2015
NY,Food and Restaurent,High Income,30 to 40,305.3,2/15/2015
NY,Gamble,High Income,<= 30,397.9,2/15/2015
NY,Education,High Income,>= 50,624.74,2/16/2015
IL,Education,High Income,>= 50,161.49,2/16/2015
AZ,Food and Restaurent,High Income,<= 30,536.58,2/16/2015
AZ,Entertainment,Medium Income,40 to 50,538,2/16/2015
CA,Education,Low Income,40 to 50,662.4,2/16/2015
NY,Food and Restaurent,High Income,<= 30,630.58,2/16/2015
NY,Food and Restaurent,High Income,<= 30,0,2/16/2015
AZ,Food and Restaurent,High Income,<= 30,538.69,2/16/2015
CA,Food and Restaurent,High Income,30 to 40,362.64,2/16/2015
IL,Food and Restaurent,High Income,<= 30,273.47,2/16/2015
AZ,Entertainment,High Income,30 to 40,538.74,2/16/2015
NY,Entertainment,High Income,40 to 50,425.53,2/16/2015
CA,Education,High Income,<= 30,426.71,2/17/2015
CA,Food and Restaurent,High Income,30 to 40,139.1,2/17/2015
NY,Hobby,High Income,30 to 40,203,2/17/2015
NY,Food and Restaurent,High Income,30 to 40,376.03,2/17/2015
AZ,Food and Restaurent,High Income,<= 30,539.26,2/17/2015
CA,Hobby,Medium Income,<= 30,129.42,2/17/2015
NY,Food and Restaurent,High Income,30 to 40,251.08,2/17/2015
CA,Food and Restaurent,High Income,<= 30,735.78,2/17/2015
AZ,Entertainment,Low Income,>= 50,539.87,2/17/2015
CA,Food and Restaurent,High Income,>= 50,691.92,2/17/2015
CA,Food and Restaurent,Medium Income,30 to 40,672,2/17/2015
NY,Food and Restaurent,High Income,>= 50,166.21,2/17/2015
AZ,Food and Restaurent,Medium Income,30 to 40,540,2/17/2015
IL,Entertainment,High Income,>= 50,0,2/17/2015
NY,Hobby,High Income,<= 30,557.55,2/17/2015
NY,Food and Restaurent,High Income,<= 30,387.81,2/17/2015
NY,Hobby,High Income,<= 30,551.66,2/17/2015
AZ,Food and Restaurent,Medium Income,<= 30,541.57,2/17/2015
NY,Food and Restaurent,High Income,40 to 50,1443.97,2/17/2015
NY,Hobby,High Income,40 to 50,409.03,2/17/2015
NY,Hobby,High Income,40 to 50,409.03,2/17/2015
NY,Hobby,High Income,40 to 50,409.03,2/17/2015
NY,Gamble,High Income,40 to 50,1289.55,2/17/2015
NY,Entertainment,High Income,40 to 50,480.88,2/17/2015
IL,Entertainment,High Income,30 to 40,0,2/18/2015
NY,Food and Restaurent,High Income,40 to 50,578.77,2/18/2015
CA,Food and Restaurent,High Income,30 to 40,720.13,2/18/2015
IL,Food and Restaurent,Medium Income,<= 30,0,2/18/2015
CA,Food and Restaurent,High Income,30 to 40,447.93,2/18/2015
CA,Food and Restaurent,High Income,30 to 40,460.9,2/18/2015
CA,Food and Restaurent,High Income,30 to 40,180.34,2/18/2015
CA,Entertainment,High Income,30 to 40,408.95,2/18/2015
AZ,Food and Restaurent,High Income,30 to 40,542,2/18/2015
AZ,Vacation,High Income,>= 50,542.79,2/18/2015
IL,Food and Restaurent,High Income,30 to 40,515.07,2/18/2015
CA,Entertainment,High Income,<= 30,152.52,2/18/2015
NY,Education,High Income,40 to 50,671.49,2/18/2015
AZ,Hobby,High Income,<= 30,543,2/18/2015
IL,Food and Restaurent,High Income,>= 50,221.61,2/18/2015
AZ,Entertainment,High Income,>= 50,544,2/18/2015
AZ,Food and Restaurent,High Income,<= 30,544.58,2/18/2015
CA,Vacation,High Income,<= 30,350.09,2/18/2015
NY,Hobby,High Income,<= 30,650.67,2/18/2015
IL,Food and Restaurent,High Income,30 to 40,466,2/18/2015
NY,Food and Restaurent,High Income,30 to 40,653.03,2/19/2015
NY,Food and Restaurent,High Income,40 to 50,1406.47,2/19/2015
AZ,Hobby,High Income,<= 30,548.36,2/19/2015
NY,Food and Restaurent,High Income,30 to 40,0,2/20/2015
AZ,Hobby,High Income,<= 30,549,2/20/2015
NY,Hobby,High Income,40 to 50,658.93,2/20/2015
IL,Food and Restaurent,High Income,<= 30,0,2/20/2015
NY,Hobby,High Income,<= 30,451.81,2/20/2015
IL,Hobby,High Income,<= 30,185.07,2/20/2015
NY,Hobby,High Income,30 to 40,333.59,2/20/2015
NY,Hobby,High Income,>= 50,152.48,2/20/2015
NY,Hobby,High Income,30 to 40,350.09,2/20/2015
NY,Hobby,High Income,30 to 40,482.11,2/20/2015
AZ,Food and Restaurent,High Income,<= 30,549,2/20/2015
CA,Entertainment,High Income,>= 50,432.28,2/20/2015
CA,Entertainment,High Income,>= 50,1784.84,2/20/2015
CA,Gamble,High Income,<= 30,0,2/20/2015
CA,Hobby,High Income,<= 30,781.79,2/20/2015
CA,Entertainment,High Income,<= 30,3092.35,2/21/2015
NY,Food and Restaurent,High Income,30 to 40,278.19,2/21/2015
IL,Entertainment,High Income,>= 50,1327,2/21/2015
IL,Food and Restaurent,High Income,40 to 50,1189,2/21/2015
NY,Food and Restaurent,High Income,40 to 50,180.34,2/21/2015
NY,Food and Restaurent,High Income,<= 30,0,2/21/2015
AZ,Hobby,High Income,40 to 50,549.8,2/21/2015
AZ,Hobby,High Income,40 to 50,551,2/21/2015
AZ,Food and Restaurent,High Income,30 to 40,551.23,2/21/2015
CA,Education,High Income,<= 30,282.59,2/21/2015
AZ,Hobby,High Income,>= 50,552.02,2/21/2015
IL,Food and Restaurent,High Income,30 to 40,0,2/21/2015
CA,Food and Restaurent,High Income,>= 50,1114.69,2/21/2015
NY,Entertainment,High Income,40 to 50,1961.26,2/22/2015
NY,Food and Restaurent,High Income,30 to 40,525,2/22/2015
NY,Food and Restaurent,High Income,30 to 40,279.37,2/22/2015
AZ,Hobby,High Income,30 to 40,553,2/22/2015
NY,Entertainment,High Income,>= 50,0,2/22/2015
NY,Entertainment,High Income,30 to 40,628.28,2/22/2015
NY,Hobby,High Income,30 to 40,483.48,2/22/2015
CA,Entertainment,High Income,>= 50,1179.18,2/22/2015
NY,Food and Restaurent,High Income,40 to 50,188.6,2/22/2015
CA,Entertainment,High Income,40 to 50,451.47,2/22/2015
CA,Food and Restaurent,High Income,30 to 40,522.19,2/22/2015
NY,Gamble,High Income,40 to 50,312.37,2/22/2015
NY,Food and Restaurent,High Income,40 to 50,431.42,2/22/2015
NY,Food and Restaurent,High Income,40 to 50,271.11,2/22/2015
NY,Entertainment,High Income,<= 30,144.99,2/22/2015
NY,Hobby,High Income,<= 30,699,2/22/2015
NY,Gamble,High Income,<= 30,436.14,2/22/2015
NY,Food and Restaurent,High Income,<= 30,343.01,2/22/2015
NY,Hobby,High Income,30 to 40,399.6,2/22/2015
NY,Food and Restaurent,High Income,<= 30,173.28,2/22/2015
CA,Entertainment,High Income,>= 50,873.3,2/22/2015
NY,Entertainment,High Income,40 to 50,0,2/22/2015
AZ,Food and Restaurent,High Income,<= 30,554,2/22/2015
NY,Hobby,High Income,30 to 40,479.76,2/22/2015
AZ,Food and Restaurent,High Income,30 to 40,555.65,2/22/2015
CA,Hobby,High Income,40 to 50,630.72,2/22/2015
AZ,Food and Restaurent,High Income,<= 30,558.73,2/23/2015
NY,Education,High Income,>= 50,1085.42,2/23/2015
CA,Food and Restaurent,High Income,<= 30,560.69,2/23/2015
NY,Food and Restaurent,High Income,40 to 50,286.44,2/23/2015
CA,Food and Restaurent,High Income,30 to 40,665.85,2/23/2015
NY,Food and Restaurent,High Income,40 to 50,149.71,2/23/2015
NY,Food and Restaurent,High Income,40 to 50,324.16,2/23/2015
NY,Entertainment,High Income,40 to 50,2286.78,2/23/2015
NY,Food and Restaurent,High Income,<= 30,0,2/23/2015
NY,Food and Restaurent,High Income,30 to 40,220.43,2/23/2015
NY,Hobby,High Income,<= 30,189.78,2/23/2015
NY,Entertainment,High Income,>= 50,1303.7,2/23/2015
CA,Food and Restaurent,High Income,<= 30,212,2/23/2015
NY,Food and Restaurent,High Income,<= 30,0,2/23/2015
NY,Entertainment,High Income,40 to 50,1950.84,2/24/2015
NY,Entertainment,High Income,>= 50,0,2/24/2015
NY,Hobby,High Income,<= 30,0,2/24/2015
CA,Entertainment,High Income,>= 50,0,2/24/2015
NY,Food and Restaurent,High Income,<= 30,1184.65,2/24/2015
AZ,Hobby,High Income,40 to 50,559.8,2/24/2015
AZ,Food and Restaurent,Medium Income,40 to 50,560.04,2/24/2015
NY,Entertainment,High Income,40 to 50,805.81,2/24/2015
AZ,Food and Restaurent,High Income,<= 30,562,2/24/2015
AZ,Food and Restaurent,High Income,<= 30,563.97,2/24/2015
AZ,Food and Restaurent,High Income,<= 30,563.97,2/24/2015
IL,Entertainment,High Income,30 to 40,0,2/24/2015
AZ,Hobby,High Income,<= 30,564.58,2/24/2015
AZ,Food and Restaurent,High Income,<= 30,564.63,2/24/2015
AZ,Gamble,High Income,>= 50,565.8,2/24/2015
AZ,Hobby,High Income,40 to 50,569,2/24/2015
AZ,Food and Restaurent,High Income,<= 30,569.34,2/24/2015
AZ,Food and Restaurent,High Income,<= 30,570,2/24/2015
AZ,Food and Restaurent,High Income,<= 30,570.52,2/24/2015
AZ,Food and Restaurent,High Income,<= 30,571.7,2/24/2015
IL,Hobby,High Income,<= 30,486.66,2/25/2015
AZ,Hobby,High Income,40 to 50,571.93,2/25/2015
IL,Hobby,High Income,<= 30,335.95,2/25/2015
AZ,Food and Restaurent,High Income,40 to 50,572,2/25/2015
NY,Food and Restaurent,High Income,<= 30,241.65,2/25/2015
IL,Hobby,High Income,30 to 40,262.01,2/25/2015
IL,Hobby,High Income,30 to 40,306.48,2/25/2015
NY,Education,High Income,40 to 50,1202.32,2/26/2015
IL,Hobby,High Income,40 to 50,436.14,2/26/2015
NY,Food and Restaurent,Low Income,>= 50,196.86,2/26/2015
AZ,Gamble,High Income,<= 30,573.56,2/26/2015
IL,Entertainment,High Income,30 to 40,875.82,2/26/2015
IL,Food and Restaurent,High Income,<= 30,1494.66,2/26/2015
NY,Food and Restaurent,High Income,>= 50,471.5,2/26/2015
IL,Education,High Income,>= 50,0,2/26/2015
AZ,Hobby,High Income,40 to 50,574.06,2/26/2015
NY,Food and Restaurent,High Income,<= 30,0,2/26/2015
IL,Food and Restaurent,High Income,30 to 40,186.24,2/26/2015
IL,Food and Restaurent,High Income,<= 30,522.21,2/27/2015
NY,Food and Restaurent,High Income,<= 30,0,2/27/2015
NY,Food and Restaurent,High Income,<= 30,363.06,2/27/2015
IL,Hobby,High Income,<= 30,344.2,2/27/2015
NY,Food and Restaurent,High Income,<= 30,419.53,2/27/2015
NY,Hobby,High Income,40 to 50,398.42,2/27/2015
NY,Food and Restaurent,High Income,<= 30,0,2/27/2015
NY,Entertainment,High Income,30 to 40,260.51,2/27/2015
NY,Hobby,High Income,40 to 50,409.03,2/27/2015
NY,Food and Restaurent,High Income,30 to 40,229,2/27/2015
CA,Entertainment,High Income,30 to 40,2792.35,2/27/2015
IL,Vacation,High Income,<= 30,609.41,2/27/2015
NY,Entertainment,High Income,>= 50,950.07,2/27/2015
NY,Food and Restaurent,High Income,30 to 40,0,2/27/2015
NY,Food and Restaurent,High Income,30 to 40,152.06,2/27/2015
IL,Food and Restaurent,High Income,40 to 50,376.03,2/27/2015
NY,Food and Restaurent,High Income,<= 30,497.08,2/27/2015
NY,Food and Restaurent,High Income,40 to 50,609.25,2/27/2015
NY,Food and Restaurent,Medium Income,40 to 50,1075.72,2/27/2015
NY,Food and Restaurent,High Income,>= 50,638.88,2/27/2015
AZ,Food and Restaurent,Medium Income,>= 50,575.23,2/27/2015
IL,Food and Restaurent,Medium Income,<= 30,645.94,2/27/2015
AZ,Food and Restaurent,High Income,30 to 40,578,2/27/2015
NY,Food and Restaurent,High Income,<= 30,1018.06,2/28/2015
NY,Hobby,High Income,30 to 40,279.45,2/28/2015
NY,Hobby,High Income,<= 30,218.5,2/28/2015
NY,Entertainment,High Income,30 to 40,1309.86,2/28/2015
AZ,Food and Restaurent,High Income,<= 30,578.7,2/28/2015
CA,Food and Restaurent,Medium Income,30 to 40,841.79,2/28/2015
NY,Entertainment,High Income,<= 30,188.6,2/28/2015
AZ,Entertainment,High Income,30 to 40,579,2/28/2015
AZ,Food and Restaurent,High Income,30 to 40,579.95,2/28/2015
IL,Food and Restaurent,High Income,<= 30,0,2/28/2015
NY,Food and Restaurent,High Income,>= 50,274.65,2/28/2015
NY,Entertainment,High Income,>= 50,5813.61,2/28/2015
NY,Entertainment,High Income,<= 30,0,2/28/2015
NY,Hobby,High Income,40 to 50,888.85,2/28/2015
NY,Education,High Income,<= 30,1146.93,2/28/2015
NY,Food and Restaurent,High Income,<= 30,344,2/28/2015
AZ,Food and Restaurent,High Income,30 to 40,580,2/28/2015
AZ,Entertainment,High Income,<= 30,580.04,2/28/2015
IL,Entertainment,High Income,<= 30,918.04,2/28/2015
NY,Education,High Income,30 to 40,302.94,3/1/2015
NY,Entertainment,High Income,>= 50,0,3/1/2015
AZ,Food and Restaurent,High Income,30 to 40,580.38,3/1/2015
NY,Entertainment,High Income,30 to 40,0,3/1/2015
IL,Food and Restaurent,High Income,<= 30,381.92,3/1/2015
IL,Food and Restaurent,High Income,30 to 40,0,3/1/2015
CA,Gamble,High Income,40 to 50,357.17,3/1/2015
NY,Gamble,High Income,40 to 50,609.41,3/1/2015
NY,Food and Restaurent,High Income,<= 30,51.87,3/1/2015
CA,Food and Restaurent,High Income,<= 30,211,3/1/2015
IL,Food and Restaurent,High Income,30 to 40,540.96,3/1/2015
IL,Food and Restaurent,High Income,<= 30,950.34,3/1/2015
IL,Food and Restaurent,High Income,30 to 40,358.34,3/1/2015
NY,Hobby,High Income,<= 30,445.57,3/1/2015
CA,Food and Restaurent,High Income,30 to 40,265.22,3/1/2015
CA,Hobby,High Income,30 to 40,291.16,3/1/2015
NY,Food and Restaurent,High Income,30 to 40,220.43,3/1/2015
NY,Hobby,High Income,<= 30,279.37,3/1/2015
CA,Hobby,High Income,40 to 50,2133.73,3/1/2015
CA,Hobby,Medium Income,30 to 40,167.85,3/1/2015
CA,Entertainment,Medium Income,40 to 50,0,3/1/2015
AZ,Entertainment,High Income,>= 50,580.93,3/1/2015
AZ,Food and Restaurent,High Income,<= 30,581.82,3/1/2015
AZ,Entertainment,High Income,<= 30,582.3,3/1/2015
AZ,Food and Restaurent,High Income,<= 30,583.03,3/1/2015
AZ,Food and Restaurent,High Income,<= 30,584.32,3/1/2015
AZ,Food and Restaurent,High Income,<= 30,585,3/1/2015
AZ,Food and Restaurent,High Income,<= 30,586,3/1/2015
AZ,Food and Restaurent,High Income,<= 30,587,3/1/2015
NY,Hobby,Low Income,>= 50,571.96,3/2/2015
AZ,Entertainment,High Income,>= 50,587,3/2/2015
NY,Food and Restaurent,High Income,30 to 40,302.94,3/2/2015
AZ,Entertainment,High Income,>= 50,588,3/2/2015
NY,Entertainment,High Income,30 to 40,602,3/2/2015
NY,Entertainment,High Income,>= 50,1641.89,3/2/2015
AZ,Entertainment,High Income,30 to 40,588.2,3/2/2015
CA,Food and Restaurent,High Income,<= 30,155.59,3/2/2015
IL,Hobby,High Income,30 to 40,284.08,3/2/2015
AZ,Entertainment,High Income,>= 50,590,3/2/2015
AZ,Hobby,High Income,<= 30,590,3/2/2015
NY,Entertainment,High Income,30 to 40,2088.74,3/2/2015
NY,Entertainment,High Income,30 to 40,0,3/2/2015
NY,Food and Restaurent,High Income,30 to 40,604.7,3/2/2015
IL,Hobby,High Income,<= 30,215,3/2/2015
NY,Food and Restaurent,High Income,30 to 40,974.83,3/2/2015
NY,Entertainment,High Income,30 to 40,642.42,3/2/2015
NY,Food and Restaurent,High Income,30 to 40,334.72,3/2/2015
NY,Entertainment,High Income,>= 50,1303.7,3/2/2015
CA,Entertainment,High Income,30 to 40,1112.74,3/2/2015
NY,Hobby,High Income,40 to 50,223,3/2/2015
NY,Entertainment,High Income,>= 50,777.98,3/2/2015
NY,Entertainment,High Income,40 to 50,1446.33,3/2/2015
NY,Food and Restaurent,High Income,30 to 40,572.33,3/2/2015
NY,Entertainment,High Income,>= 50,1650.9,3/2/2015
IL,Food and Restaurent,High Income,<= 30,1540.63,3/2/2015
NY,Hobby,High Income,30 to 40,417.28,3/2/2015
IL,Food and Restaurent,High Income,<= 30,357.17,3/2/2015
CA,Hobby,High Income,30 to 40,445.26,3/2/2015
NY,Food and Restaurent,High Income,<= 30,351.27,3/3/2015
NY,Food and Restaurent,High Income,>= 50,354.91,3/3/2015
CA,Gamble,High Income,<= 30,549.3,3/3/2015
AZ,Hobby,High Income,40 to 50,594.09,3/3/2015
NY,Hobby,High Income,40 to 50,221.18,3/3/2015
AZ,Education,High Income,30 to 40,595.27,3/3/2015
IL,Hobby,High Income,<= 30,313,3/3/2015
AZ,Entertainment,High Income,>= 50,598.75,3/3/2015
NY,Food and Restaurent,High Income,30 to 40,0,3/3/2015
CA,Hobby,Medium Income,40 to 50,611.48,3/3/2015
AZ,Hobby,Medium Income,40 to 50,599.53,3/3/2015
IL,Food and Restaurent,High Income,<= 30,142.63,3/3/2015
CA,Hobby,Medium Income,<= 30,502.25,3/3/2015
AZ,Food and Restaurent,High Income,<= 30,602,3/3/2015
AZ,Food and Restaurent,High Income,<= 30,602,3/3/2015
NY,Hobby,High Income,<= 30,308.83,3/3/2015
NY,Hobby,High Income,40 to 50,266.4,3/3/2015
CA,Vacation,Medium Income,<= 30,329.28,3/3/2015
CA,Hobby,Medium Income,30 to 40,0,3/3/2015
NY,Hobby,High Income,30 to 40,636.53,3/3/2015
IL,Entertainment,High Income,30 to 40,211,3/4/2015
CA,Food and Restaurent,Medium Income,<= 30,172.98,3/4/2015
IL,Food and Restaurent,High Income,30 to 40,0,3/4/2015
IL,Hobby,High Income,<= 30,972.75,3/4/2015
NY,Education,High Income,<= 30,486.83,3/4/2015
AZ,Hobby,High Income,>= 50,602.35,3/4/2015
NY,Food and Restaurent,Low Income,>= 50,3197.95,3/4/2015
AZ,Food and Restaurent,High Income,40 to 50,602.7,3/4/2015
CA,Entertainment,High Income,30 to 40,980.35,3/4/2015
CA,Food and Restaurent,High Income,<= 30,298.23,3/4/2015
NY,Food and Restaurent,High Income,<= 30,124.95,3/4/2015
AZ,Food and Restaurent,High Income,30 to 40,605,3/4/2015
AZ,Food and Restaurent,High Income,30 to 40,606,3/4/2015
CA,Hobby,High Income,<= 30,841.96,3/4/2015
AZ,Food and Restaurent,High Income,<= 30,610.59,3/4/2015
AZ,Vacation,High Income,>= 50,610.59,3/4/2015
AZ,Entertainment,Medium Income,40 to 50,612.95,3/4/2015
AZ,Hobby,High Income,<= 30,612.95,3/4/2015
AZ,Education,High Income,<= 30,614,3/4/2015
CA,Food and Restaurent,High Income,>= 50,500.79,3/4/2015
CA,Hobby,High Income,30 to 40,325.34,3/4/2015
NY,Gamble,High Income,30 to 40,227.5,3/4/2015
IL,Food and Restaurent,High Income,40 to 50,256.34,3/4/2015
AZ,Entertainment,High Income,<= 30,614,3/4/2015
IL,Hobby,High Income,30 to 40,0,3/4/2015
IL,Hobby,High Income,40 to 50,492,3/4/2015
CA,Food and Restaurent,High Income,<= 30,394.89,3/5/2015
NY,Entertainment,High Income,>= 50,206.29,3/5/2015
IL,Education,High Income,<= 30,506.86,3/5/2015
NY,Food and Restaurent,High Income,40 to 50,0,3/5/2015
NY,Food and Restaurent,High Income,<= 30,143.81,3/5/2015
AZ,Food and Restaurent,Medium Income,<= 30,616.41,3/5/2015
CA,Entertainment,High Income,<= 30,538.69,3/6/2015
IL,Food and Restaurent,High Income,>= 50,0,3/6/2015
NY,Hobby,High Income,40 to 50,654.98,3/6/2015
NY,Food and Restaurent,High Income,30 to 40,0,3/6/2015
AZ,Food and Restaurent,High Income,<= 30,616.49,3/6/2015
AZ,Entertainment,High Income,40 to 50,617,3/6/2015
AZ,Food and Restaurent,High Income,>= 50,620.13,3/6/2015
AZ,Food and Restaurent,Medium Income,40 to 50,620.13,3/6/2015
NY,Food and Restaurent,High Income,30 to 40,0,3/6/2015
CA,Food and Restaurent,Medium Income,40 to 50,691.88,3/6/2015
CA,Food and Restaurent,High Income,<= 30,196.86,3/6/2015
NY,Food and Restaurent,High Income,30 to 40,0,3/6/2015
IL,Hobby,High Income,40 to 50,317,3/6/2015
IL,Entertainment,High Income,<= 30,926.5,3/7/2015
NY,Food and Restaurent,High Income,30 to 40,0,3/7/2015
NY,Hobby,High Income,40 to 50,683.1,3/7/2015
NY,Hobby,High Income,<= 30,239.45,3/7/2015
NY,Entertainment,High Income,30 to 40,0,3/7/2015
IL,Food and Restaurent,High Income,<= 30,396,3/7/2015
NY,Food and Restaurent,High Income,30 to 40,0,3/7/2015
IL,Food and Restaurent,High Income,30 to 40,147.46,3/7/2015
CA,Food and Restaurent,High Income,30 to 40,1094.52,3/7/2015
AZ,Hobby,High Income,30 to 40,622,3/7/2015
NY,Hobby,High Income,>= 50,1486.41,3/7/2015
NY,Hobby,High Income,40 to 50,389.96,3/7/2015
IL,Hobby,High Income,<= 30,267.58,3/7/2015
NY,Food and Restaurent,High Income,<= 30,251.08,3/7/2015
AZ,Food and Restaurent,High Income,<= 30,624,3/7/2015
IL,Entertainment,High Income,<= 30,0,3/7/2015
IL,Entertainment,High Income,<= 30,717.86,3/7/2015
NY,Hobby,High Income,40 to 50,220.43,3/7/2015
NY,Gamble,High Income,<= 30,506.86,3/7/2015
AZ,Food and Restaurent,High Income,<= 30,625.81,3/7/2015
CA,Entertainment,High Income,30 to 40,0,3/8/2015
IL,Gamble,High Income,>= 50,0,3/8/2015
NY,Food and Restaurent,High Income,<= 30,215.72,3/8/2015
AZ,Food and Restaurent,High Income,<= 30,627.1,3/8/2015
CA,Food and Restaurent,Medium Income,30 to 40,0,3/8/2015
CA,Entertainment,High Income,<= 30,284.4,3/8/2015
NY,Food and Restaurent,High Income,30 to 40,408,3/8/2015
NY,Hobby,High Income,<= 30,221.64,3/8/2015
NY,Entertainment,High Income,30 to 40,290,3/8/2015
AZ,Food and Restaurent,High Income,>= 50,628,3/8/2015
CA,Vacation,High Income,30 to 40,709.73,3/8/2015
NY,Food and Restaurent,High Income,<= 30,136.73,3/8/2015
AZ,Food and Restaurent,High Income,<= 30,629,3/8/2015
CA,Food and Restaurent,High Income,40 to 50,372.49,3/8/2015
